Event.Id,Investigation.Type,Accident.Number,Event.Date,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Event.Year,Make.Model,Commercial,Fatal
20120817X01208,Accident,CEN12LA551,2012-08-17,United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-260,No,Business,0.0,1.0,2.0,0.0,VMC,2012,Piper PA-24-260,No,0
20120817X73437,Accident,CEN12LA552,2012-08-17,United States,Non-Fatal,Substantial,Airplane,Cessna,A150L,No,Personal,0.0,0.0,1.0,0.0,VMC,2012,Cessna A150L,No,0
20120820X72654,Accident,ERA12CA517,2012-08-17,United States,Non-Fatal,Substantial,Airplane,Air tractor,AT-402B,No,Aerial Application,0.0,0.0,0.0,1.0,VMC,2012,Air tractor AT-402B,No,0
20120821X20618,Accident,ANC12CA090,2012-08-17,United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Cessna 170B,No,0
20120823X44616,Accident,CEN12CA567,2012-08-17,United States,Non-Fatal,Substantial,Airplane,Fantasy air,ALLEGRO 2000,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Fantasy air ALLEGRO 2000,No,0
20120823X55748,Accident,CEN12CA568,2012-08-17,United States,Non-Fatal,Substantial,Airplane,Air tractor,AT-502B,No,Aerial Application,0.0,0.0,0.0,1.0,VMC,2012,Air tractor AT-502B,No,0
20120904X53310,Accident,CEN12CA598,2012-08-17,United States,Non-Fatal,Substantial,Airplane,Mooney,M20E,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Mooney M20E,No,0
20120904X61553,Accident,CEN12CA599,2012-08-17,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,Cessna 152,No,0
20120911X12322,Accident,WPR12LA414,2012-08-17,United States,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,Personal,0.0,0.0,0.0,3.0,VMC,2012,Cessna T210N,No,0
20120821X03159,Accident,ERA12CA519,2012-08-18,United States,Non-Fatal,Substantial,Airplane,Cessna,208B,No,Skydiving,0.0,0.0,0.0,2.0,VMC,2012,Cessna 208B,No,0
20120821X15327,Accident,ANC12CA089,2012-08-18,United States,Non-Fatal,Substantial,Airplane,Maule,M-5-210C,No,Personal,0.0,0.0,0.0,2.0,IMC,2012,Maule M-5-210C,No,0
20120821X34711,Accident,ERA12CA520,2012-08-18,United States,Non-Fatal,Substantial,Airplane,Fleet,FLEET 16B,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Fleet FLEET 16B,No,0
20120823X91104,Accident,ANC12CA091,2012-08-18,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18A 150,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-18A 150,No,0
20120824X74336,Accident,CEN12LA569,2012-08-18,United States,Non-Fatal,Substantial,Airplane,Piper,PA28,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Piper PA28,No,0
20120828X30603,Accident,WPR12CA372,2012-08-18,United States,Non-Fatal,Substantial,Airplane,Boeing,B75N1,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Boeing B75N1,Yes,0
20120820X11154,Accident,ERA12FA514,2012-08-19,United States,Fatal,Substantial,Airplane,Socata,TB 10,No,Personal,2.0,0.0,1.0,0.0,VMC,2012,Socata TB 10,No,1
20120820X22449,Accident,CEN12LA556,2012-08-19,United States,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Bellanca 7GCBC,No,0
20120820X44621,Accident,ERA12CA516,2012-08-19,United States,Non-Fatal,Substantial,Airplane,Beech,A23-19,No,Personal,0.0,0.0,1.0,1.0,VMC,2012,Beech A23-19,No,0
20120821X31159,Accident,WPR12CA363,2012-08-19,United States,Non-Fatal,Substantial,Airplane,Silvaire,LUSCOMBE 8E,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Silvaire LUSCOMBE 8E,No,0
20120822X62916,Accident,CEN12LA565,2012-08-19,United States,Non-Fatal,Substantial,Airplane,Kolb aircraft co,MK-3,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Kolb aircraft co MK-3,No,0
20120919X00000,Accident,CEN12LA642,2012-08-19,United States,Non-Fatal,Substantial,Airplane,Aeropro cz,A240,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Aeropro cz A240,No,0
20120821X35923,Accident,WPR12LA365,2012-08-20,United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,No,Instructional,0.0,2.0,0.0,0.0,VMC,2012,Cessna 182Q,No,0
20120905X81637,Accident,WPR12CA399,2012-08-20,United States,Non-Fatal,Substantial,Airplane,Cessna,182F,No,Personal,0.0,0.0,0.0,3.0,VMC,2012,Cessna 182F,No,0
20120822X84516,Accident,ERA12CA521,2012-08-21,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Aerial Observation,0.0,1.0,0.0,0.0,VMC,2012,Cessna 152,No,0
20120826X34915,Accident,WPR12CA368,2012-08-21,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-28-140,No,0
20120822X35417,Accident,ERA12LA522,2012-08-22,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28RT-201T,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-28RT-201T,No,0
20120822X51704,Accident,CEN12CA564,2012-08-22,United States,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,Personal,0.0,1.0,0.0,3.0,VMC,2012,Cessna T210N,No,0
20120823X95947,Accident,ERA12CA523,2012-08-22,United States,Non-Fatal,Substantial,Airplane,Grumman,AA-1B,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Grumman AA-1B,No,0
20120827X94201,Accident,CEN12CA574,2012-08-22,United States,Non-Fatal,Substantial,Airplane,Fantasy air sro,ALLEGRO 2000,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Fantasy air sro ALLEGRO 2000,No,0
20120911X05334,Accident,ERA12CA558,2012-08-22,United States,Non-Fatal,Substantial,Airplane,Beech,35-C33,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Beech 35-C33,No,0
20120823X02434,Accident,ERA12LA524,2012-08-23,United States,Non-Fatal,Substantial,Airplane,Piper,PA-32R-301T,No,Personal,0.0,0.0,0.0,3.0,VMC,2012,Piper PA-32R-301T,No,0
20120823X20225,Accident,WPR12LA366,2012-08-23,United States,Non-Fatal,Substantial,Airplane,Piper,PA-30 B,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-30 B,No,0
20120826X03612,Accident,ERA12CA531,2012-08-23,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cessna 172P,No,0
20120826X83827,Accident,ERA12CA529,2012-08-23,United States,Non-Fatal,Substantial,Airplane,Stinson,108-2,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Stinson 108-2,No,0
20120824X21421,Accident,ERA12LA525,2012-08-24,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cessna 152,No,0
20120826X82523,Accident,CEN12FA571,2012-08-24,United States,Fatal,Substantial,Airplane,Piper,PA-24-250,No,Personal,1.0,0.0,0.0,0.0,VMC,2012,Piper PA-24-250,No,1
20120827X74213,Accident,ERA12CA533,2012-08-24,United States,Non-Fatal,Substantial,Airplane,Stearman,M-2,No,Personal,0.0,1.0,0.0,0.0,VMC,2012,Stearman M-2,No,0
20120828X94916,Accident,CEN12LA583,2012-08-24,United States,Non-Fatal,Substantial,Airplane,Cessna,150M,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cessna 150M,No,0
20120904X11344,Accident,CEN12CA595,2012-08-24,United States,Non-Fatal,Substantial,Airplane,Aeronca,11AC,No,Personal,0.0,1.0,0.0,0.0,VMC,2012,Aeronca 11AC,No,0
20120825X85310,Accident,CEN12FA570,2012-08-25,United States,Fatal,Substantial,Airplane,American,AA-1,No,Instructional,2.0,0.0,0.0,0.0,VMC,2012,American AA-1,No,1
20120825X91616,Accident,WPR12LA367,2012-08-25,United States,Non-Fatal,Substantial,Airplane,Aeronca,11AC,No,Personal,0.0,0.0,2.0,0.0,VMC,2012,Aeronca 11AC,No,0
20120828X32908,Accident,ANC12CA092,2012-08-25,United States,Non-Fatal,Substantial,Airplane,Dehavilland,BEAVER U-6,No,,0.0,3.0,0.0,3.0,VMC,2012,Dehavilland BEAVER U-6,No,0
20120828X34805,Accident,ANC12LA093,2012-08-25,United States,Non-Fatal,Substantial,Airplane,Cessna,U206D,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cessna U206D,No,0
20120828X71122,Accident,CEN12LA580,2012-08-25,United States,Non-Fatal,Substantial,Airplane,Cessna,140,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cessna 140,No,0
20120828X83828,Accident,CEN12CA576,2012-08-25,United States,Non-Fatal,Substantial,Airplane,Cirrus,SR20,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cirrus SR20,No,0
20120826X33639,Accident,ERA12FA526,2012-08-26,United States,Fatal,Substantial,Airplane,Beech,B24R,No,Personal,1.0,0.0,0.0,0.0,IMC,2012,Beech B24R,No,1
20120827X12111,Accident,WPR12FA369,2012-08-26,United States,Fatal,Substantial,Airplane,Piper,PA-32-301T,No,Personal,5.0,0.0,0.0,0.0,VMC,2012,Piper PA-32-301T,No,1
20120827X23945,Accident,WPR12CA370,2012-08-26,United States,Non-Fatal,Substantial,Airplane,Cessna,150G,No,Personal,0.0,1.0,0.0,0.0,VMC,2012,Cessna 150G,No,0
20120827X42606,Accident,ERA12LA532,2012-08-26,United States,Non-Fatal,Substantial,Airplane,Mooney,M20C,No,Personal,0.0,0.0,2.0,0.0,VMC,2012,Mooney M20C,No,0
20120904X63756,Accident,CEN12CA600,2012-08-26,United States,Non-Fatal,Substantial,Airplane,Evektor-aerotechnik as,SPORTSTAR,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Evektor-aerotechnik as SPORTSTAR,No,0
20120828X44643,Accident,WPR12LA373,2012-08-27,United States,Non-Fatal,Substantial,Airplane,Cessna,P210,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cessna P210,No,0
20120828X81657,Accident,CEN12LA582,2012-08-27,United States,Non-Fatal,Substantial,Airplane,Waco,UPF-7,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Waco UPF-7,No,0
20120829X00403,Accident,ANC12CA094,2012-08-28,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-18-150,No,0
20120829X31958,Accident,CEN12CA585,2012-08-28,United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Cessna 180,No,0
20120829X74215,Accident,WPR12CA375,2012-08-28,United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,Cessna 172,No,0
20120830X51133,Accident,WPR12LA377,2012-08-28,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,Piper PA-28R-200,No,0
20120829X75510,Accident,ERA12LA535,2012-08-29,United States,Fatal,Substantial,Airplane,Beech,95-A55,No,Instructional,1.0,0.0,1.0,0.0,VMC,2012,Beech 95-A55,No,1
20120830X04523,Accident,CEN12LA589,2012-08-29,United States,Non-Fatal,Substantial,Airplane,Air tractor,AT-301,No,Aerial Application,0.0,1.0,0.0,0.0,VMC,2012,Air tractor AT-301,No,0
20120830X14810,Incident,CEN12IA592,2012-08-29,United States,Non-Fatal,Minor,Airplane,British aerospace,BAE JETSTREAM 3101,No,,0.0,0.0,0.0,2.0,VMC,2012,British aerospace BAE JETSTREAM 3101,No,0
20120830X73434,Accident,CEN12FA586,2012-08-29,United States,Fatal,Substantial,Airplane,Piper,PA-23-150,No,Personal,2.0,0.0,0.0,0.0,VMC,2012,Piper PA-23-150,No,1
20120830X93923,Accident,CEN12LA587,2012-08-29,United States,Non-Fatal,Substantial,Airplane,Aviat,A-1,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Aviat A-1,No,0
20121011X71031,Accident,CEN12CA671,2012-08-29,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,Piper PA-28R-200,No,0
20120830X11045,Accident,WPR12CA376,2012-08-30,United States,Non-Fatal,Substantial,Airplane,Champion,7FC,No,Personal,0.0,0.0,1.0,0.0,VMC,2012,Champion 7FC,No,0
20120830X12802,Accident,WPR12FA378,2012-08-30,United States,Fatal,Substantial,Airplane,Aircraft mfg & development co,CH 2000,No,Instructional,2.0,0.0,0.0,0.0,VMC,2012,Aircraft mfg & development co CH 2000,No,1
20120831X90624,Accident,ERA12LA537,2012-08-30,United States,Fatal,Substantial,Airplane,Quad city ultralights,CHALLENGER II,No,Personal,2.0,0.0,0.0,0.0,VMC,2012,Quad city ultralights CHALLENGER II,No,1
20120901X23947,Accident,WPR12CA380,2012-08-30,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,No,Instructional,0.0,0.0,0.0,3.0,VMC,2012,Piper PA-28-181,No,0
20120903X33336,Accident,WPR12LA392,2012-08-30,United States,Non-Fatal,Substantial,Airplane,Cessna,210,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Cessna 210,No,0
20120903X34147,Accident,WPR12LA394,2012-08-30,United States,Non-Fatal,Substantial,Airplane,Bellanca,14-19-3,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Bellanca 14-19-3,No,0
20120906X03759,Accident,ERA12CA546,2012-08-30,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,Cessna 172M,No,0
20120831X05957,Accident,ANC12FA095,2012-08-31,United States,Fatal,Substantial,Airplane,Bellanca,7GCBC,No,Personal,1.0,0.0,0.0,0.0,,2012,Bellanca 7GCBC,No,1
20120831X24543,Accident,CEN12FA594,2012-08-31,United States,Fatal,Substantial,Airplane,Piper,PA-12,No,Aerial Observation,2.0,0.0,0.0,0.0,VMC,2012,Piper PA-12,No,1
20120901X00238,Accident,ERA12LA539,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Cessna 172M,No,0
20120901X24524,Accident,WPR12CA381,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,No,Personal,0.0,0.0,0.0,4.0,VMC,2012,Cessna A185F,No,0
20120901X24851,Accident,WPR12LA382,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Mooney,M20J,No,Personal,0.0,1.0,0.0,0.0,VMC,2012,Mooney M20J,No,0
20120901X25234,Accident,WPR12LA383,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Cessna,177RG,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cessna 177RG,No,0
20120901X25532,Accident,WPR12LA384,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Cessna,182R,No,Personal,0.0,1.0,0.0,0.0,VMC,2012,Cessna 182R,No,0
20120904X23948,Accident,ANC12CA098,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Maule,M-5-210C,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,Maule M-5-210C,No,0
20120904X65809,Accident,CEN12CA603,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Flight design,CTLS,No,Instructional,0.0,1.0,0.0,0.0,VMC,2012,Flight design CTLS,No,0
20120905X22842,Accident,WPR12LA396,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Beech,G35,No,Personal,0.0,0.0,0.0,3.0,VMC,2012,Beech G35,No,0
20120905X45522,Accident,CEN12CA607,2012-08-31,United States,Non-Fatal,Substantial,Airplane,North american,AT-6F,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,North american AT-6F,No,0
20120906X93849,Accident,ANC12CA102,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-12,No,0
20120907X13241,Incident,ERA12IA550,2012-08-31,United States,Non-Fatal,Minor,Airplane,Cessna,402C,No,,0.0,0.0,0.0,10.0,VMC,2012,Cessna 402C,No,0
20120920X30613,Accident,ANC12CA109,2012-08-31,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Piper PA-18,No,0
20120901X42234,Accident,ERA12FA540,2012-09-01,United States,Fatal,Substantial,Airplane,Cirrus,SR22,No,Instructional,1.0,0.0,2.0,0.0,VMC,2012,Cirrus SR22,No,1
20120904X64842,Accident,CEN12FA601,2012-09-01,United States,Fatal,Substantial,Airplane,Aeronca,7AC,No,Personal,1.0,0.0,1.0,0.0,VMC,2012,Aeronca 7AC,No,1
20120904X65358,Accident,CEN12LA602,2012-09-01,United States,Fatal,Destroyed,Airplane,Aero vodochody,L39C,No,Air Race show,1.0,0.0,0.0,0.0,VMC,2012,Aero vodochody L39C,No,1
20120904X71601,Accident,ERA12LA545,2012-09-01,United States,Non-Fatal,Substantial,Airplane,Cessna,172E,No,Personal,0.0,2.0,0.0,0.0,VMC,2012,Cessna 172E,No,0
20120907X24431,Accident,CEN12CA614,2012-09-01,United States,Non-Fatal,Substantial,Airplane,Cessna,L-19E,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cessna L-19E,No,0
20120920X05526,Accident,ERA12CA569,2012-09-01,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Instructional,0.0,0.0,0.0,1.0,VMC,2012,Cessna 172S,No,0
20120924X55618,Accident,CEN12LA655,2012-09-01,United States,Non-Fatal,Substantial,Airplane,Tl ultralight sro,STINGSPORT,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Tl ultralight sro STINGSPORT,No,0
20120903X93301,Accident,WPR12CA389,2012-09-02,United States,Non-Fatal,Substantial,Airplane,Cessna,182L,No,Personal,0.0,2.0,0.0,0.0,VMC,2012,Cessna 182L,No,0
20120904X11012,Accident,ANC12LA097,2012-09-02,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Personal,0.0,0.0,1.0,0.0,VMC,2012,Piper PA-18-150,No,0
20120904X70212,Accident,ANC12CA099,2012-09-02,United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Cessna 180,No,0
20120904X70501,Accident,CEN12TA604,2012-09-02,United States,Non-Fatal,Substantial,Airplane,Cessna,182P,No,Aerial Observation,0.0,0.0,1.0,0.0,VMC,2012,Cessna 182P,No,0
20120903X22010,Accident,ERA12LA543,2012-09-03,United States,Non-Fatal,Substantial,Airplane,Cessna,T210M,No,Personal,0.0,0.0,1.0,0.0,VMC,2012,Cessna T210M,No,0
20120903X93718,Accident,WPR12CA390,2012-09-03,United States,Non-Fatal,Substantial,Airplane,Maule,MXT-7-180A,No,Personal,0.0,0.0,0.0,4.0,VMC,2012,Maule MXT-7-180A,No,0
20120903X94646,Accident,WPR12LA391,2012-09-03,United States,Non-Fatal,Substantial,Airplane,Cessna,150M,No,Personal,0.0,0.0,1.0,0.0,VMC,2012,Cessna 150M,No,0
20120904X05943,Accident,ANC12LA096,2012-09-03,United States,Non-Fatal,Substantial,Airplane,Taylorcraft aviation corp.,F21,No,Personal,0.0,0.0,1.0,0.0,VMC,2012,Taylorcraft aviation corp. F21,No,0
20120904X22203,Accident,WPR12FA395,2012-09-03,United States,Fatal,Substantial,Airplane,Skykits usa corp,SAVANNAH ADV,No,Personal,1.0,0.0,0.0,0.0,VMC,2012,Skykits usa corp SAVANNAH ADV,No,1
20120905X42711,Accident,WPR12CA397,2012-09-03,United States,Non-Fatal,Substantial,Airplane,Champion,7GC,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Champion 7GC,No,0
20120913X93442,Accident,ERA12CA560,2012-09-03,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Instructional,0.0,0.0,0.0,1.0,VMC,2012,Cessna 172S,No,0
20120903X33429,Accident,WPR12CA393,2012-09-04,United States,Non-Fatal,Substantial,Airplane,Beech,95-55,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Beech 95-55,No,0
20120906X42322,Accident,WPR12CA400,2012-09-04,United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-32-300,No,0
20120906X91956,Accident,WPR12CA401,2012-09-04,United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-108,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-22-108,No,0
20120905X11820,Accident,ANC12CA101,2012-09-05,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Personal,0.0,1.0,0.0,0.0,VMC,2012,Piper PA-18-150,No,0
20120905X22200,Accident,CEN12FA606,2012-09-05,United States,Non-Fatal,Substantial,Airplane,Cessna,421B,No,Business,0.0,0.0,2.0,0.0,VMC,2012,Cessna 421B,No,0
20120906X05700,Incident,DCA12IA141,2012-09-05,United States,Non-Fatal,,Airplane,Dehavilland,DHC8,No,,0.0,0.0,0.0,15.0,VMC,2012,Dehavilland DHC8,No,0
20120906X05903,Accident,ERA12CA547,2012-09-05,United States,Non-Fatal,Substantial,Airplane,Costruzioni aeronautiche tecna,P92 TAIL DRAGGER,No,Ferry,0.0,1.0,0.0,0.0,VMC,2012,Costruzioni aeronautiche tecna P92 TAIL DRAGGER,No,0
20120906X82923,Accident,CEN12LA609,2012-09-05,United States,Non-Fatal,Substantial,Airplane,Cessna,175B,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Cessna 175B,No,0
20120906X93725,Accident,ERA12LA549,2012-09-06,United States,Non-Fatal,Substantial,Airplane,Beech,76,No,Personal,0.0,0.0,2.0,0.0,VMC,2012,Beech 76,No,0
20120907X03444,Accident,CEN12CA612,2012-09-06,United States,Non-Fatal,Substantial,Airplane,Hawker,G36,No,Personal,0.0,0.0,0.0,3.0,VMC,2012,Hawker G36,No,0
20120911X23457,Accident,CEN12LA622,2012-09-06,United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,No,Aerial Application,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-25-235,No,0
20120906X33200,Accident,WPR12CA403,2012-09-07,United States,Non-Fatal,Substantial,Airplane,Ayres,S2R-R1340,No,Aerial Application,0.0,1.0,0.0,0.0,VMC,2012,Ayres S2R-R1340,No,0
20120907X33920,Accident,CEN12LA615,2012-09-07,United States,Fatal,Substantial,Airplane,Goodyear,F2G,No,Air Race show,1.0,0.0,0.0,0.0,VMC,2012,Goodyear F2G,No,1
20120910X34719,Accident,ERA12CA553,2012-09-07,United States,Non-Fatal,Substantial,Airplane,Cessna,182T,No,Other Work Use,0.0,0.0,0.0,2.0,VMC,2012,Cessna 182T,No,0
20121015X52420,Accident,CEN12LA672,2012-09-07,United States,Non-Fatal,Substantial,Airplane,Socata,TBM 700,No,Personal,0.0,0.0,0.0,3.0,VMC,2012,Socata TBM 700,No,0
20120908X23751,Accident,CEN12FA616,2012-09-08,United States,Fatal,Substantial,Airplane,Piper,J3C-65,No,Personal,1.0,0.0,0.0,0.0,VMC,2012,Piper J3C-65,No,1
20120908X81658,Accident,WPR12LA406,2012-09-08,United States,Non-Fatal,Substantial,Airplane,Aviat,A-1B,No,Personal,0.0,2.0,0.0,0.0,VMC,2012,Aviat A-1B,No,0
20120910X21348,Accident,CEN12CA618,2012-09-08,United States,Non-Fatal,Substantial,Airplane,Beech,V35,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Beech V35,No,0
20120910X60947,Accident,WPR12LA409,2012-09-08,United States,Non-Fatal,Substantial,Airplane,Great lakes,2T-1A-2,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,Great lakes 2T-1A-2,No,0
20120911X15339,Accident,WPR12CA415,2012-09-08,United States,Non-Fatal,Substantial,Airplane,Beech,V35B,No,Personal,0.0,0.0,0.0,4.0,VMC,2012,Beech V35B,No,0
20120911X84218,Accident,ANC12LA103,2012-09-08,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Personal,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-18-150,No,0
20120909X05222,Accident,CEN12FA617,2012-09-09,United States,Fatal,Substantial,Airplane,Beech,A36,No,Personal,1.0,0.0,0.0,0.0,VMC,2012,Beech A36,No,1
20120910X55707,Accident,ERA12LA555,2012-09-09,United States,Non-Fatal,Substantial,Airplane,Pitcairn,PA-4,No,Personal,0.0,0.0,1.0,0.0,VMC,2012,Pitcairn PA-4,No,0
20120910X72418,Accident,WPR12LA411,2012-09-09,United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Cessna A185F,No,0
20120910X80127,Accident,CEN12CA620,2012-09-09,United States,Non-Fatal,Substantial,Airplane,Cessna,172H,No,Personal,0.0,0.0,0.0,3.0,VMC,2012,Cessna 172H,No,0
20120911X01505,Accident,ERA12LA557,2012-09-09,United States,Non-Fatal,Substantial,Airplane,Piper,PA-31-325,No,,0.0,0.0,0.0,4.0,VMC,2012,Piper PA-31-325,No,0
20120912X50304,Accident,CEN12CA625,2012-09-09,United States,Non-Fatal,Substantial,Airplane,Beech,35,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,Beech 35,No,0
20120912X92452,Accident,CEN12LA623,2012-09-09,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28RT-201,No,Instructional,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-28RT-201,No,0
20120913X93851,Accident,ANC12CA104,2012-09-09,United States,Non-Fatal,Substantial,Airplane,Stinson,108-2,No,Personal,0.0,0.0,0.0,4.0,VMC,2012,Stinson 108-2,No,0
20120910X84019,Accident,WPR12CA412,2012-09-10,United States,Non-Fatal,Substantial,Airplane,Grob-werke,G 120A,No,Instructional,0.0,0.0,0.0,1.0,VMC,2012,Grob-werke G 120A,No,0
20120911X40823,Incident,ERA12IA559,2012-09-10,United States,Non-Fatal,Minor,Airplane,Cessna,402B,No,Personal,0.0,0.0,0.0,3.0,VMC,2012,Cessna 402B,No,0
20120918X15706,Accident,CEN12CA641,2012-09-10,United States,Non-Fatal,Substantial,Airplane,Piper,PA-11,No,Personal,0.0,0.0,0.0,2.0,VMC,2012,Piper PA-11,No,0
20120921X44759,Accident,CEN12LA651,2012-09-10,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Instructional,0.0,0.0,0.0,1.0,VMC,2012,Piper PA-28-140,No,0
20120912X23226,Accident,CEN12CA624,2012-09-11,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,Instructional,0.0,0.0,0.0,2.0,VMC,2012,Cessna 172R,No,0
20120918X20857,Accident,WPR12LA422,2012-09-11,United States,Non-Fatal,Substantial,Airplane,Hawker,MK 11 SEA FURY,No,Air Race show,0.0,0.0,0.0,1.0,VMC,2012,Hawker MK 11 SEA FURY,No,0
20120920X20522,Accident,CEN12CA644,2012-09-11,United States,Non-Fatal,Substantial,Airplane,Cessna,421C,No,Personal,0.0,0.0,0.0,4.0,VMC,2012,Cessna 421C,No,0
20120912X92859,Accident,CEN12FA628,2012-09-12,United States,Fatal,Substantial,Airplane,Piper,PA-23-250,No,Personal,1.0,0.0,0.0,0.0,VMC,2012,Piper PA-23-250,No,1
